"year","occupancy","n","abundance","t_occupancy","t_abundance","species_id","species"
2014,0.253731343283582,3551,279.89704109811,-1.07880966137193,2.44699830739237,52,"Cerastoderma edule"
2015,0.352986811481769,1289,226.537526397565,-0.605935983407796,2.35514015406389,52,"Cerastoderma edule"
2008,0.0431168831168831,3850,65.2558301198707,-3.09976660901865,1.81461931870424,56,"Scrobicularia plana"
2009,0.053422756706753,4324,80.4241530983739,-2.87461576597061,1.9053864962866,56,"Scrobicularia plana"
2010,0.0321219226260258,4265,64.667425921469,-3.40556738133327,1.81068557425544,56,"Scrobicularia plana"
2011,0.0389752572804905,4567,73.0823504294976,-3.20507313939615,1.86381250641649,56,"Scrobicularia plana"
2012,0.0209630552096306,4818,61.6766932900133,-3.843807766443,1.79012108157343,56,"Scrobicularia plana"
2013,0.0161211529066927,4094,58.1982361804623,-4.11137051181203,1.76490982264473,56,"Scrobicularia plana"
2014,0.0160518163897494,3551,58.3713739360931,-4.11575122285945,1.76619991578474,56,"Scrobicularia plana"
2015,0.0504266873545384,1289,75.5069014890584,-2.93549219317663,1.87798664886935,56,"Scrobicularia plana"
2008,0.0293506493506493,3850,830.396193120391,-3.49865061077314,2.91928534952341,58,"Abra tenuis"
2009,0.0268270120259019,4324,936.852014175149,-3.59115256331118,2.97167099483347,58,"Abra tenuis"
2010,0.0243845252051583,4265,1841.2308371678,-3.68911980984157,3.26510823990196,58,"Abra tenuis"
2011,0.0335012042916575,4567,566.974940992124,-3.36209866542425,2.7535638644849,58,"Abra tenuis"
2012,0.0170195101701951,4818,533.871917861229,-4.05622892929959,2.72743707718183,58,"Abra tenuis"
2013,0.0236932095749878,4094,750.03515058998,-3.71858838020794,2.87508161719109,58,"Abra tenuis"
2014,0.0287243030132357,3551,481.952664930958,-3.52086679965257,2.68300438602147,58,"Abra tenuis"
2015,0.0527540729247479,1289,684.781063642863,-2.8879177689346,2.83555174222237,58,"Abra tenuis"
2008,0.276883116883117,3850,121.849986079314,-0.95997541672852,2.08582548390501,59,"Limecola balthica"
2009,0.310129509713229,4324,194.197368956044,-0.79951390123307,2.28824334166049,59,"Limecola balthica"
2010,0.403751465416178,4265,274.71289620526,-0.389858080434444,2.43887904755059,59,"Limecola balthica"
2011,0.45149989051894,4567,226.383110805939,-0.19461234894206,2.35484402341117,59,"Limecola balthica"
2012,0.520132835201328,4818,223.305876750476,0.0805749056637456,2.34890015256861,59,"Limecola balthica"
2013,0.581094284318515,4094,367.79860167912,0.327267150702918,2.56561007377591,59,"Limecola balthica"
2014,0.56406646015207,3551,774.383808473102,0.257682281516146,2.88895626376793,59,"Limecola balthica"
2015,0.555469356089992,1289,246.919112773004,0.222794450245906,2.3925547077958,59,"Limecola balthica"
2008,0.0257142857142857,3850,67.079037452531,-3.6346578999473,1.82658682209067,60,"Macomangulus tenuis"
2009,0.0224329324699352,4324,70.1765502585668,-3.77453682206341,1.84619201534003,60,"Macomangulus tenuis"
2010,0.00445486518171161,4265,59.6275438351632,-5.40929366309676,1.77544692035019,60,"Macomangulus tenuis"
2011,0.00613093934749288,4567,61.6203384348315,-5.08825749228126,1.78972407924506,60,"Macomangulus tenuis"
2012,0.00560398505603985,4818,118.617547789461,-5.17865757087879,2.07414894151055,60,"Macomangulus tenuis"
2013,0.00390815828041036,4094,56.2997067945916,-5.54077322889462,1.7505061330783,60,"Macomangulus tenuis"
2014,0.00478738383553928,3551,71.3299452601161,-5.33697230882343,1.85327189073541,60,"Macomangulus tenuis"
2015,0.00620636152055857,1289,57.5989308294029,-5.0759547602169,1.76041442197877,60,"Macomangulus tenuis"
2008,0.0574025974025974,3850,442.401891183342,-2.79854970569532,2.64581697482633,62,"Mya arenaria"
2009,0.178075855689177,4324,1194.74331869905,-1.52943849386687,3.07727461051717,62,"Mya arenaria"
2010,0.0902696365767878,4265,113.364924632217,-2.31034709832953,2.05447870363092,62,"Mya arenaria"
2011,0.210203634771185,4567,2814.26559307928,-1.32369839644166,3.4493650810752,62,"Mya arenaria"
2012,0.068285595682856,4818,389.988989151672,-2.61332748801656,2.59105234544143,62,"Mya arenaria"
2013,0.129946262823644,4094,289.824206330372,-1.90143397450796,2.46213465524379,62,"Mya arenaria"
2014,0.0490002816108139,3551,95.4981945990809,-2.96568772117104,1.97999516128984,62,"Mya arenaria"
2015,0.0698215671062839,1289,74.9411652729505,-2.58943348469725,1.87472044172919,62,"Mya arenaria"
2008,0.0994805194805195,3850,226.065484408127,-2.20300995650438,2.35423425949105,63,"Ensis leei"
2009,0.120490286771508,4324,136.257020182269,-1.98779546617489,2.13435888707991,63,"Ensis leei"
2010,0.0970691676436108,4265,75.153309110707,-2.23022215998959,1.87594810796857,63,"Ensis leei"
2011,0.179986862272827,4567,1041.38036093686,-1.51643650089514,3.01760938319451,63,"Ensis leei"
2012,0.123080116230801,4818,243.71866272857,-1.96358014079355,2.38688878650808,63,"Ensis leei"
2013,0.134831460674157,4094,159.187525461044,-1.85889877206568,2.20190903177037,63,"Ensis leei"
2014,0.0760349197409181,3551,210.769998481062,-2.49748157396273,2.32380879239722,63,"Ensis leei"
2015,0.0892164468580295,1289,92.0076546267913,-2.32323987202479,1.96382396021389,63,"Ensis leei"
