"year","occupancy","n","biomass","t_occupancy","t_biomass","species_id","species"
2008,0.258701298701299,3850,10.6495681108743,-1.05272954045218,1.02733199548674,42,"Lanice conchilega"
2009,0.213691026827012,4324,6.89533809222854,-1.30281863896257,0.83855556536168,42,"Lanice conchilega"
2010,0.245252051582649,4265,2.1472386855957,-1.12409738667394,0.331880322999606,42,"Lanice conchilega"
2011,0.157214801839282,4567,1.40631466027429,-1.67909908423552,0.148082504134362,42,"Lanice conchilega"
2012,0.0784557907845579,4818,1.6499965967774,-2.46351545980668,0.217483048454925,42,"Lanice conchilega"
2013,0.141182217879824,4094,0.761992178440132,-1.80550539013269,-0.118049486505182,42,"Lanice conchilega"
2014,0.194311461560124,3551,4.94109060824851,-1.42223489545881,0.693822817925349,42,"Lanice conchilega"
2015,0.231962761830877,1289,7.0044146998327,-1.19726136973795,0.845371850791959,42,"Lanice conchilega"
2008,0.0636363636363636,3850,0.740454862418095,-2.68881883917432,-0.130501410606956,45,"Peringia ulvae"
2009,0.123034227567068,4324,0.7538172994087,-1.96400537403327,-0.122733900116011,45,"Peringia ulvae"
2010,0.169988276670574,4265,0.609329780986705,-1.58571035127315,-0.215147595218517,45,"Peringia ulvae"
2011,0.246551346617035,4567,0.828467397838501,-1.11709059709784,-0.0817245774286243,45,"Peringia ulvae"
2012,0.257990867579909,4818,1.0296627304017,-1.0564373636174,0.0126949933343723,45,"Peringia ulvae"
2013,0.27161700048852,4094,0.959264014443036,-0.986434020514156,-0.0180618472239203,45,"Peringia ulvae"
2014,0.20107012109265,3551,1.0516674591908,-1.37961947246927,0.0218784361397903,45,"Peringia ulvae"
2015,0.17532971295578,1289,0.721448704141464,-1.54831537906966,-0.141794542325534,45,"Peringia ulvae"
2008,0.0168831168831169,3850,62.5680191961714,-4.06441389597591,1.79635240612361,50,"Mytilus edulis"
2009,0.0453283996299722,4324,25.2590171468385,-3.04743364793088,1.40241644772331,50,"Mytilus edulis"
2010,0.0260257913247362,4265,49.8196656578691,-3.62229680312372,1.69740080863947,50,"Mytilus edulis"
2011,0.0280271513028246,4567,36.8190052355928,-3.54615414091442,1.56607205069356,50,"Mytilus edulis"
2012,0.0321710253217103,4818,31.4369243943219,-3.40398917988907,1.49744005060173,50,"Mytilus edulis"
2013,0.0525158768930142,4094,25.8368629357136,-2.8926946393123,1.41223978128836,50,"Mytilus edulis"
2014,0.0321036327794987,3551,40.4833980320889,-3.40615582845534,1.60727695849205,50,"Mytilus edulis"
2015,0.0318076027928627,1289,54.6750933572494,-3.41572548222507,1.73778953326438,50,"Mytilus edulis"
2008,0.214285714285714,3850,32.5032221655827,-1.29928298413026,1.51192641634403,52,"Cerastoderma edule"
2009,0.229185938945421,4324,33.7146483552886,-1.21291354397775,1.52781863433287,52,"Cerastoderma edule"
2010,0.189917936694021,4265,27.2659383847659,-1.45054348853529,1.43562044896261,52,"Cerastoderma edule"
2011,0.389314648565798,4567,12.8165241681034,-0.450193971553639,1.10777026080787,52,"Cerastoderma edule"
2012,0.349937733499377,4818,27.0665059044072,-0.619312918548893,1.4324321950251,52,"Cerastoderma edule"
2013,0.293356130923302,4094,40.438853669591,-0.879139482896152,1.60679883603797,52,"Cerastoderma edule"
2014,0.253731343283582,3551,37.3085719734891,-1.07880966137193,1.57180862626134,52,"Cerastoderma edule"
2015,0.352986811481769,1289,35.0703504767633,-0.605935983407796,1.54494010604015,52,"Cerastoderma edule"
2008,0.0431168831168831,3850,6.39125553510325,-3.09976660901865,0.805586181852529,56,"Scrobicularia plana"
2009,0.053422756706753,4324,5.50106572749103,-2.87461576597061,0.740446833991055,56,"Scrobicularia plana"
2010,0.0321219226260258,4265,14.3540184841421,-3.40556738133327,1.15697350115196,56,"Scrobicularia plana"
2011,0.0389752572804905,4567,6.92970519750567,-3.20507313939615,0.840714759313128,56,"Scrobicularia plana"
2012,0.0209630552096306,4818,6.95080101835896,-3.843807766443,0.842034856073208,56,"Scrobicularia plana"
2013,0.0161211529066927,4094,7.49622298318899,-4.11137051181203,0.874842496626815,56,"Scrobicularia plana"
2014,0.0160518163897494,3551,10.3824321398918,-4.11575122285945,1.01629910122022,56,"Scrobicularia plana"
2015,0.0504266873545384,1289,9.74902053326375,-2.93549219317663,0.988960985096846,56,"Scrobicularia plana"
2008,0.0293506493506493,3850,1.27102707011384,-3.49865061077314,0.104154800180972,58,"Abra tenuis"
2009,0.0268270120259019,4324,1.10796197062717,-3.59115256331118,0.0445248540474541,58,"Abra tenuis"
2010,0.0243845252051583,4265,1.71458811200168,-3.68911980984157,0.234159808245277,58,"Abra tenuis"
2011,0.0335012042916575,4567,0.828523950931236,-3.36209866542425,-0.0816949324988099,58,"Abra tenuis"
2012,0.0170195101701951,4818,0.447253786153936,-4.05622892929959,-0.349445974295968,58,"Abra tenuis"
2013,0.0236932095749878,4094,0.461886473487718,-3.71858838020794,-0.335464756038063,58,"Abra tenuis"
2014,0.0287243030132357,3551,0.697899291330298,-3.52086679965257,-0.156207242670645,58,"Abra tenuis"
2015,0.0527540729247479,1289,0.583460000536207,-2.8879177689346,-0.233988911926837,58,"Abra tenuis"
2008,0.276883116883117,3850,2.31494408414563,-0.95997541672852,0.364540505401366,59,"Limecola balthica"
2009,0.310129509713229,4324,2.34774609216551,-0.79951390123307,0.370651126334484,59,"Limecola balthica"
2010,0.403751465416178,4265,2.71286581133246,-0.389858080434444,0.433428312434971,59,"Limecola balthica"
2011,0.45149989051894,4567,2.68277316318614,-0.19461234894206,0.428583953275269,59,"Limecola balthica"
2012,0.520132835201328,4818,2.97608317605886,0.0805749056637456,0.473645064776597,59,"Limecola balthica"
2013,0.581094284318515,4094,3.78929391719915,0.327267150702918,0.578558292703637,59,"Limecola balthica"
2014,0.56406646015207,3551,3.07907072598566,0.257682281516146,0.48841966472409,59,"Limecola balthica"
2015,0.555469356089992,1289,3.6576116712262,0.222794450245906,0.563197594525842,59,"Limecola balthica"
2008,0.0257142857142857,3850,1.53494319868275,-3.6346578999473,0.186092308832701,60,"Macomangulus tenuis"
2009,0.0224329324699352,4324,1.76502503923022,-3.77453682206341,0.246750870813009,60,"Macomangulus tenuis"
2010,0.00445486518171161,4265,3.07031401409294,-5.40929366309676,0.487182794895349,60,"Macomangulus tenuis"
2011,0.00613093934749288,4567,2.08836441368716,-5.08825749228126,0.319806284102471,60,"Macomangulus tenuis"
2012,0.00560398505603985,4818,1.50152597008716,-5.17865757087879,0.176532848068807,60,"Macomangulus tenuis"
2013,0.00390815828041036,4094,1.7950352998761,-5.54077322889462,0.254072993521948,60,"Macomangulus tenuis"
2014,0.00478738383553928,3551,1.3756073859672,-5.33697230882343,0.138494498987854,60,"Macomangulus tenuis"
2015,0.00620636152055857,1289,0.869613932674475,-5.0759547602169,-0.0606735107396442,60,"Macomangulus tenuis"
2008,0.0574025974025974,3850,29.4900397620729,-2.79854970569532,1.46967535812105,62,"Mya arenaria"
2009,0.178075855689177,4324,61.3134230830892,-1.52943849386687,1.78755556314399,62,"Mya arenaria"
2010,0.0902696365767878,4265,16.6089909931277,-2.31034709832953,1.22034324958401,62,"Mya arenaria"
2011,0.210203634771185,4567,7.50459346598234,-1.32369839644166,0.87532717089473,62,"Mya arenaria"
2012,0.068285595682856,4818,4.19708859712419,-2.61332748801656,0.622948136911284,62,"Mya arenaria"
2013,0.129946262823644,4094,1.9609190735888,-1.90143397450796,0.292459670863581,62,"Mya arenaria"
2014,0.0490002816108139,3551,18.3728546716027,-2.96568772117104,1.26417663980094,62,"Mya arenaria"
2015,0.0698215671062839,1289,15.5870280866274,-2.58943348469725,1.19276331797169,62,"Mya arenaria"
2008,0.0994805194805195,3850,26.9028422783674,-2.20300995650438,1.42979816552666,63,"Ensis leei"
2009,0.120490286771508,4324,27.4112891295181,-1.98779546617489,1.43792946051838,63,"Ensis leei"
2010,0.0970691676436108,4265,38.0563109399817,-2.23022215998959,1.5804266868396,63,"Ensis leei"
2011,0.179986862272827,4567,13.4841104164751,-1.51643650089514,1.12982230014302,63,"Ensis leei"
2012,0.123080116230801,4818,15.0654381378289,-1.96358014079355,1.17798176648229,63,"Ensis leei"
2013,0.134831460674157,4094,12.7719848540927,-1.85889877206568,1.10625839485113,63,"Ensis leei"
2014,0.0760349197409181,3551,33.4303205109108,-2.49748157396273,1.52414054038116,63,"Ensis leei"
2015,0.0892164468580295,1289,45.341521663041,-2.32323987202479,1.65649609097296,63,"Ensis leei"
