"year","occupancy","n","abundance","t_occupancy","t_abundance","tidal_basin_id","tidal_basin","species_id","species"
2008,0.437246963562753,494,256.941596375852,-0.248230385743945,2.41948639958725,1,"Marsdiep",20,"Scoloplos armiger"
2009,0.556016597510373,482,743.560476607121,0.22921408128024,2.87467590541205,1,"Marsdiep",20,"Scoloplos armiger"
2010,0.553497942386831,486,405.719947214048,0.218977842906507,2.61436379855558,1,"Marsdiep",20,"Scoloplos armiger"
2011,0.595940959409594,542,467.148571326339,0.392413099405311,2.67479034425863,1,"Marsdiep",20,"Scoloplos armiger"
2012,0.623724489795918,784,522.122140554698,0.508105458878923,2.72254875747245,1,"Marsdiep",20,"Scoloplos armiger"
2013,0.559498956158664,479,517.161536785936,0.243365260826483,2.71844842904748,1,"Marsdiep",20,"Scoloplos armiger"
2014,0.558536585365854,410,316.27688828779,0.240172251727664,2.50792494490728,1,"Marsdiep",20,"Scoloplos armiger"
2015,0.522222222222222,90,348.916895355461,0.111225635110224,2.54985044332477,1,"Marsdiep",20,"Scoloplos armiger"
2008,0.398785425101215,494,1025.40796443808,-0.406308634096604,3.01333544704248,1,"Marsdiep",29,"Marenzelleria viridis"
2009,0.622406639004149,482,1515.23009852103,0.504192100270357,3.18213047822302,1,"Marsdiep",29,"Marenzelleria viridis"
2010,0.713991769547325,486,1871.15436263356,0.919894339377454,3.27344777317495,1,"Marsdiep",29,"Marenzelleria viridis"
2011,0.619926199261993,542,607.759573938279,0.493152115148494,2.78783856610075,1,"Marsdiep",29,"Marenzelleria viridis"
2012,0.533163265306122,784,548.409289667156,0.135410610739697,2.74365368407673,1,"Marsdiep",29,"Marenzelleria viridis"
2013,0.594989561586639,479,980.967046749822,0.388964516626228,2.99420333924978,1,"Marsdiep",29,"Marenzelleria viridis"
2014,0.380487804878049,410,346.348689333987,-0.48230781305103,2.54669441577205,1,"Marsdiep",29,"Marenzelleria viridis"
2015,0.655555555555556,90,2833.04235129603,0.668249628938218,3.45313734837335,1,"Marsdiep",29,"Marenzelleria viridis"
2008,0.214574898785425,494,118.798645938699,-1.29157086364392,2.09542383565723,1,"Marsdiep",37,"Heteromastus filiformis"
2009,0.350622406639004,482,128.572779042967,-0.611751542355951,2.12822832192619,1,"Marsdiep",37,"Heteromastus filiformis"
2010,0.277777777777778,486,194.872907241147,-0.950389066154889,2.30243318183192,1,"Marsdiep",37,"Heteromastus filiformis"
2011,0.365313653136531,542,167.912429502371,-0.548398011535159,2.23976670980509,1,"Marsdiep",37,"Heteromastus filiformis"
2012,0.353316326530612,784,202.059819664899,-0.601703390502249,2.31771690662697,1,"Marsdiep",37,"Heteromastus filiformis"
2013,0.317327766179541,479,167.60749418201,-0.761265352669019,2.23900356518117,1,"Marsdiep",37,"Heteromastus filiformis"
2014,0.358536585365854,410,206.775968300527,-0.576422906251804,2.32746171656417,1,"Marsdiep",37,"Heteromastus filiformis"
2015,0.344444444444444,90,168.573150203823,-0.619039208406224,2.2414156722836,1,"Marsdiep",37,"Heteromastus filiformis"
2008,0.0829959514170041,494,56.1377439107548,-2.38909433590333,1.77103532149387,1,"Marsdiep",39,"Arenicola marina"
2009,0.153526970954357,482,71.2037178795078,-1.6992418072954,1.86976476672182,1,"Marsdiep",39,"Arenicola marina"
2010,0.220164609053498,486,71.3156602243497,-1.25872522530979,1.87042043786084,1,"Marsdiep",39,"Arenicola marina"
2011,0.190036900369004,542,60.9107606993516,-1.44378819910681,1.80480655473364,1,"Marsdiep",39,"Arenicola marina"
2012,0.20280612244898,784,47.756242176996,-1.36490740734073,1.70452291166138,1,"Marsdiep",39,"Arenicola marina"
2013,0.281837160751566,479,64.5441652824606,-0.930215471342648,1.82886172396868,1,"Marsdiep",39,"Arenicola marina"
2014,0.224390243902439,410,48.2030934428611,-1.23326917381437,1.70833809492341,1,"Marsdiep",39,"Arenicola marina"
2015,0.222222222222222,90,66.4047823731081,-1.22090186642638,1.84068276342739,1,"Marsdiep",39,"Arenicola marina"
2008,0.11336032388664,494,228.034435155452,-2.04683606764527,2.3688607861691,1,"Marsdiep",42,"Lanice conchilega"
2009,0.159751037344398,482,184.703533579859,-1.65237380013925,2.27984450882722,1,"Marsdiep",42,"Lanice conchilega"
2010,0.113168724279835,486,166.825611368962,-2.0485643031154,2.23704064108955,1,"Marsdiep",42,"Lanice conchilega"
2011,0.0811808118081181,542,104.331624479488,-2.41410636742645,2.04181080172228,1,"Marsdiep",42,"Lanice conchilega"
2012,0.0153061224489796,784,60.6304534710987,-4.12260802749496,1.82219935773338,1,"Marsdiep",42,"Lanice conchilega"
2013,0.0688935281837161,479,129.834910463363,-2.58765180807984,2.13228928000819,1,"Marsdiep",42,"Lanice conchilega"
2014,0.0731707317073171,410,292.950952961944,-2.52112791322232,2.47527197958227,1,"Marsdiep",42,"Lanice conchilega"
2015,0.122222222222222,90,361.158025871133,-1.92075158941916,2.56458600796722,1,"Marsdiep",42,"Lanice conchilega"
2008,0.0607287449392713,494,10436.1371022316,-2.72107970139254,4.02093610982274,1,"Marsdiep",45,"Peringia ulvae"
2009,0.0995850622406639,482,18438.7020911848,-2.19032799827716,4.26708827434405,1,"Marsdiep",45,"Peringia ulvae"
2010,0.150205761316872,486,7541.43174681611,-1.72495079955594,3.88076644796097,1,"Marsdiep",45,"Peringia ulvae"
2011,0.239852398523985,542,9954.8238481981,-1.14843579335438,4.00054544117476,1,"Marsdiep",45,"Peringia ulvae"
2012,0.193877551020408,784,10475.8949568392,-1.42093334574308,4.02257839940927,1,"Marsdiep",45,"Peringia ulvae"
2013,0.267223382045929,479,28821.0792509607,-1.00343180213937,4.46057948201347,1,"Marsdiep",45,"Peringia ulvae"
2014,0.121951219512195,410,11867.7166882372,-1.96274084087979,4.07647513922008,1,"Marsdiep",45,"Peringia ulvae"
2015,0.166666666666667,90,11494.7640676,-1.56995910146031,4.06267625374893,1,"Marsdiep",45,"Peringia ulvae"
2008,0.0303643724696356,494,224.813871918233,-3.42981618696781,2.38406090376935,1,"Marsdiep",50,"Mytilus edulis"
2009,0.0622406639004149,482,2934.09691313603,-2.69484868924367,3.4700310011677,1,"Marsdiep",50,"Mytilus edulis"
2010,0.0288065843621399,486,206.226032214621,-3.48177045264698,2.34937276823991,1,"Marsdiep",50,"Mytilus edulis"
2011,0.0276752767527675,542,179.132514382336,-3.52541130764883,2.29326419430268,1,"Marsdiep",50,"Mytilus edulis"
2012,0.0293367346938776,784,372.268473734762,-3.47697569054923,2.59060942889424,1,"Marsdiep",50,"Mytilus edulis"
2013,0.0563674321503132,479,411.759817332259,-2.79838936818451,2.63254111005603,1,"Marsdiep",50,"Mytilus edulis"
2014,0.0219512195121951,410,356.404411674025,-3.74142196790192,2.5725549376385,1,"Marsdiep",50,"Mytilus edulis"
2015,0,90,0,-5.18738580584075,1.23862277209943,1,"Marsdiep",50,"Mytilus edulis"
2008,0.129554655870445,494,457.188189167484,-1.89595651762258,2.66282896859584,1,"Marsdiep",52,"Cerastoderma edule"
2009,0.190871369294606,482,297.817289565593,-1.43765522079242,2.47813986089235,1,"Marsdiep",52,"Cerastoderma edule"
2010,0.164609053497942,486,701.797498927968,-1.61686368913095,2.84799481969883,1,"Marsdiep",52,"Cerastoderma edule"
2011,0.46309963099631,542,1029.49414208889,-0.144160586752172,3.0138401321174,1,"Marsdiep",52,"Cerastoderma edule"
2012,0.26530612244898,784,414.377501710785,-1.01530018692308,2.62041161035116,1,"Marsdiep",52,"Cerastoderma edule"
2013,0.192066805845511,479,230.941773858082,-1.4299232235091,2.36889825776781,1,"Marsdiep",52,"Cerastoderma edule"
2014,0.197560975609756,410,419.514225486127,-1.39393381767785,2.62572533860017,1,"Marsdiep",52,"Cerastoderma edule"
2015,0.277777777777778,90,123.455151924961,-0.927986771637346,2.10154883504116,1,"Marsdiep",52,"Cerastoderma edule"
2008,0.0121457489878543,494,45.7134371409078,-4.31748811353631,1.71170404901735,1,"Marsdiep",56,"Scrobicularia plana"
2009,0.0311203319502075,482,54.2786916788884,-3.4044179963622,1.77853485667854,1,"Marsdiep",56,"Scrobicularia plana"
2010,0.0102880658436214,486,57.743289020094,-4.47007913617192,1.80289420253799,1,"Marsdiep",56,"Scrobicularia plana"
2011,0.0313653136531365,542,93.5214837854856,-3.40024454690688,1.99693093464787,1,"Marsdiep",56,"Scrobicularia plana"
2012,0.0165816326530612,784,55.5223932885519,-4.04434996931579,1.78743725147416,1,"Marsdiep",56,"Scrobicularia plana"
2013,0.0208768267223382,479,53.7012587886874,-3.798160844515,1.77433874208494,1,"Marsdiep",56,"Scrobicularia plana"
2014,0.0292682926829268,410,63.9988119972708,-3.45946628978613,1.84368827356711,1,"Marsdiep",56,"Scrobicularia plana"
2015,0.0444444444444444,90,57.743289020094,-2.94443897916644,1.80289420253799,1,"Marsdiep",56,"Scrobicularia plana"
2008,0.01417004048583,494,79.6032484348439,-4.1723338810838,2.06869182174856,1,"Marsdiep",58,"Abra tenuis"
2009,0.037344398340249,482,357.687595874471,-3.22103565292163,2.59683972010486,1,"Marsdiep",58,"Abra tenuis"
2010,0.0329218106995885,486,902.238890938968,-3.34830791774178,2.97302251461999,1,"Marsdiep",58,"Abra tenuis"
2011,0.0461254612546125,542,213.188223062187,-3.00839683639531,2.39919133649816,1,"Marsdiep",58,"Abra tenuis"
2012,0.024234693877551,784,515.130920468733,-3.66880755979942,2.74246122181767,1,"Marsdiep",58,"Abra tenuis"
2013,0.0396659707724426,479,405.722583378029,-3.15972447622604,2.64665434988469,1,"Marsdiep",58,"Abra tenuis"
2014,0.0585365853658537,410,473.976164039938,-2.7558680754527,2.70885353585544,1,"Marsdiep",58,"Abra tenuis"
2015,0.0666666666666667,90,644.800060724382,-2.55304445495522,2.83399650217919,1,"Marsdiep",58,"Abra tenuis"
2008,0.238866396761134,494,94.1753895925177,-1.153345510629,1.99978157527809,1,"Marsdiep",59,"Limecola balthica"
2009,0.219917012448133,482,101.350367190457,-1.26011348605471,2.02988960286076,1,"Marsdiep",59,"Limecola balthica"
2010,0.162551440329218,486,103.206992527054,-1.63182690732758,2.03735206954232,1,"Marsdiep",59,"Limecola balthica"
2011,0.297047970479705,542,141.500945929986,-0.856981034639029,2.16812984185045,1,"Marsdiep",59,"Limecola balthica"
2012,0.395408163265306,784,133.524836455368,-0.421968011252599,2.14394851425762,1,"Marsdiep",59,"Limecola balthica"
2013,0.496868475991649,479,224.119173245008,-0.00835077921741985,2.3615266962733,1,"Marsdiep",59,"Limecola balthica"
2014,0.397560975609756,410,185.504744143388,-0.410549003145437,2.28166745848494,1,"Marsdiep",59,"Limecola balthica"
2015,0.411111111111111,90,136.555075385357,-0.336472236621213,2.15329463164118,1,"Marsdiep",59,"Limecola balthica"
2008,0.0101214574898785,494,57.743289020094,-4.48659137924441,2.05816670860944,1,"Marsdiep",60,"Macomangulus tenuis"
2009,0.00622406639004149,482,57.3583338449177,-4.91789324239764,2.05670197067824,1,"Marsdiep",60,"Macomangulus tenuis"
2010,0,486,0,-6.87832646829133,1.75272759502831,1,"Marsdiep",60,"Macomangulus tenuis"
2011,0,542,0,-6.98749024700099,1.75272759502831,1,"Marsdiep",60,"Macomangulus tenuis"
2012,0,784,0,-7.35691824235602,1.75272759502831,1,"Marsdiep",60,"Macomangulus tenuis"
2013,0,479,0,-6.86380339145295,1.75272759502831,1,"Marsdiep",60,"Macomangulus tenuis"
2014,0.0024390243902439,410,230.973156080376,-5.60702680619189,2.45873086052441,1,"Marsdiep",60,"Macomangulus tenuis"
2015,0,90,0,-5.18738580584075,1.75272759502831,1,"Marsdiep",60,"Macomangulus tenuis"
2008,0.109311740890688,494,1625.34947928955,-2.08743701545603,3.2117175243873,1,"Marsdiep",62,"Mya arenaria"
2009,0.192946058091286,482,274.311667624489,-1.42433173351306,2.44279139612651,1,"Marsdiep",62,"Mya arenaria"
2010,0.0905349794238683,486,103.937920236169,-2.29468883087182,2.02867324578278,1,"Marsdiep",62,"Mya arenaria"
2011,0.228782287822878,542,2147.3951208881,-1.20997882838615,3.33249547708664,1,"Marsdiep",62,"Mya arenaria"
2012,0.0395408163265306,784,92.202993757892,-3.17341345079144,1.97813556996842,1,"Marsdiep",62,"Mya arenaria"
2013,0.181628392484342,479,134.900270038323,-1.49834672206729,2.13920961393756,1,"Marsdiep",62,"Mya arenaria"
2014,0.0585365853658537,410,65.3220957039813,-2.7558680754527,1.83384333889708,1,"Marsdiep",62,"Mya arenaria"
2015,0.144444444444444,90,68.1814989583417,-1.73460105538811,1.85167814772885,1,"Marsdiep",62,"Mya arenaria"
2008,0.188259109311741,494,561.921284658028,-1.45475233021377,2.75190118481072,1,"Marsdiep",63,"Ensis leei"
2009,0.205394190871369,482,261.495442087208,-1.34657100910204,2.4222328799628,1,"Marsdiep",63,"Ensis leei"
2010,0.131687242798354,486,90.5396727057255,-1.87715455364018,1.97047164662535,1,"Marsdiep",63,"Ensis leei"
2011,0.378228782287823,542,3754.36067683062,-0.493152115148493,3.57486984359969,1,"Marsdiep",63,"Ensis leei"
2012,0.260204081632653,784,488.150768335507,-1.04159768729695,2.69111504276154,1,"Marsdiep",63,"Ensis leei"
2013,0.237995824634656,479,305.663846528052,-1.15795172845442,2.48932697373503,1,"Marsdiep",63,"Ensis leei"
2014,0.134146341463415,410,707.154449751645,-1.85432532521979,2.85128380264719,1,"Marsdiep",63,"Ensis leei"
2015,0.188888888888889,90,183.080192834298,-1.42138568093116,2.26943671951365,1,"Marsdiep",63,"Ensis leei"
2008,0.19375,160,196.792854353965,-1.40594135850369,2.30656908917217,10,"Ems-Dollard",11,"Hediste diversicolor"
2009,0.303614457831325,415,171.855026845518,-0.824452777780579,2.24951474064093,10,"Ems-Dollard",11,"Hediste diversicolor"
2010,0.327586206896552,406,158.468424754393,-0.713537136262995,2.21548621770542,10,"Ems-Dollard",11,"Hediste diversicolor"
2011,0.318181818181818,374,156.100975443397,-0.755984464619012,2.20918059795293,10,"Ems-Dollard",11,"Hediste diversicolor"
2012,0.298994974874372,398,158.478640285401,-0.846101687995773,2.2155132290084,10,"Ems-Dollard",11,"Hediste diversicolor"
2013,0.349740932642487,386,279.680262246572,-0.614487280205164,2.45553703243452,10,"Ems-Dollard",11,"Hediste diversicolor"
2014,0.394520547945205,365,257.632911941366,-0.422618187334414,2.42062770917968,10,"Ems-Dollard",11,"Hediste diversicolor"
2015,0.368421052631579,76,465.963596475298,-0.510825623765991,2.67370079276041,10,"Ems-Dollard",11,"Hediste diversicolor"
2008,0.2125,160,60.3213570461359,-1.29134643453452,1.81941362367181,10,"Ems-Dollard",16,"Nephtys hombergii"
2009,0.101204819277108,415,56.9183848912355,-2.17073296188924,1.79641631590916,10,"Ems-Dollard",16,"Nephtys hombergii"
2010,0.0344827586206897,406,46.6070832805044,-3.29583686600433,1.71821864615873,10,"Ems-Dollard",16,"Nephtys hombergii"
2011,0.0614973262032086,374,50.4626134479952,-2.70236028532453,1.74912892815461,10,"Ems-Dollard",16,"Nephtys hombergii"
2012,0.163316582914573,398,59.1646622882809,-1.6245897174547,1.81173250716033,10,"Ems-Dollard",16,"Nephtys hombergii"
2013,0.178756476683938,386,56.0996974429944,-1.51599648901348,1.79069701907027,10,"Ems-Dollard",16,"Nephtys hombergii"
2014,0.153424657534247,365,52.2205558901301,-1.69748120519305,1.76252400719846,10,"Ems-Dollard",16,"Nephtys hombergii"
2015,0.105263157894737,76,57.0214979073428,-2.07206143438221,1.7971313453468,10,"Ems-Dollard",16,"Nephtys hombergii"
2008,0.45625,160,140.229181930453,-0.162859007719043,2.16401964280081,10,"Ems-Dollard",20,"Scoloplos armiger"
2009,0.32289156626506,415,250.795479176826,-0.735009525920857,2.40901002178432,10,"Ems-Dollard",20,"Scoloplos armiger"
2010,0.330049261083744,406,406.745451537811,-0.702397940332096,2.61532317843941,10,"Ems-Dollard",20,"Scoloplos armiger"
2011,0.390374331550802,374,512.807866735985,-0.440124809933883,2.7147208754316,10,"Ems-Dollard",20,"Scoloplos armiger"
2012,0.402010050251256,398,455.161475700891,-0.391873680904625,2.66353161933576,10,"Ems-Dollard",20,"Scoloplos armiger"
2013,0.349740932642487,386,363.867411135046,-0.614487280205164,2.56764529885646,10,"Ems-Dollard",20,"Scoloplos armiger"
2014,0.342465753424658,365,306.279644141656,-0.646247658279132,2.49406896064869,10,"Ems-Dollard",20,"Scoloplos armiger"
2015,0.315789473684211,76,238.335425823367,-0.742908690119009,2.38737962416597,10,"Ems-Dollard",20,"Scoloplos armiger"
2008,0.0625,160,112.945873374278,-2.65592113566726,2.07452462788947,10,"Ems-Dollard",29,"Marenzelleria viridis"
2009,0.149397590361446,415,350.557644954248,-1.72988406550997,2.55185479357279,10,"Ems-Dollard",29,"Marenzelleria viridis"
2010,0.179802955665025,406,345.431428973631,-1.50935445387712,2.54556162737393,10,"Ems-Dollard",29,"Marenzelleria viridis"
2011,0.179144385026738,374,261.223744805828,-1.51309015749778,2.42650812810212,10,"Ems-Dollard",29,"Marenzelleria viridis"
2012,0.185929648241206,398,411.69404441894,-1.46839998855544,2.62062357967002,10,"Ems-Dollard",29,"Marenzelleria viridis"
2013,0.124352331606218,386,253.420859697557,-1.94000171236915,2.41362693553169,10,"Ems-Dollard",29,"Marenzelleria viridis"
2014,0.112328767123288,365,234.212413757113,-2.0535056867043,2.38018725109071,10,"Ems-Dollard",29,"Marenzelleria viridis"
2015,0.276315789473684,76,563.684488053299,-0.930147766535581,2.7554623215393,10,"Ems-Dollard",29,"Marenzelleria viridis"
2008,0.125,160,130.211116740312,-1.91763971511706,2.13349242884468,10,"Ems-Dollard",37,"Heteromastus filiformis"
2009,0.385542168674699,415,83.4751421896734,-0.461006893420507,1.95060565108514,10,"Ems-Dollard",37,"Heteromastus filiformis"
2010,0.359605911330049,406,102.790964495359,-0.571731274148821,2.03569101038144,10,"Ems-Dollard",37,"Heteromastus filiformis"
2011,0.363636363636364,374,94.4697191689038,-0.553843008849681,2.00105859608827,10,"Ems-Dollard",37,"Heteromastus filiformis"
2012,0.361809045226131,398,152.378123803026,-0.562084315478751,2.19907593155369,10,"Ems-Dollard",37,"Heteromastus filiformis"
2013,0.406735751295337,386,170.008012229055,-0.372110752068572,2.24497524426142,10,"Ems-Dollard",37,"Heteromastus filiformis"
2014,0.397260273972603,365,145.915300257734,-0.411176145903679,2.18095588960242,10,"Ems-Dollard",37,"Heteromastus filiformis"
2015,0.355263157894737,76,147.694501490275,-0.567377793270912,2.18602018331024,10,"Ems-Dollard",37,"Heteromastus filiformis"
2008,0.175,160,71.9893833445955,-1.52910276434321,1.87401076461053,10,"Ems-Dollard",39,"Arenicola marina"
2009,0.108433734939759,415,104.387034706325,-2.09443841443135,2.03026144720247,10,"Ems-Dollard",39,"Arenicola marina"
2010,0.211822660098522,406,82.5527602909367,-1.30661285987976,1.93136724658409,10,"Ems-Dollard",39,"Arenicola marina"
2011,0.176470588235294,374,58.0932483474885,-1.53127313958476,1.78477892508697,10,"Ems-Dollard",39,"Arenicola marina"
2012,0.14321608040201,398,36.7227057364633,-1.77863017778626,1.59716984259874,10,"Ems-Dollard",39,"Arenicola marina"
2013,0.145077720207254,386,64.8467448160124,-1.76333571579017,1.83043574695429,10,"Ems-Dollard",39,"Arenicola marina"
2014,0.145205479452055,365,49.064363770686,-1.76171768432555,1.7151153477225,10,"Ems-Dollard",39,"Arenicola marina"
2015,0.197368421052632,76,104.807919271898,-1.36180334111159,2.03196295847462,10,"Ems-Dollard",39,"Arenicola marina"
2008,0.29375,160,885.192335143007,-0.862223510603879,2.95266702322584,10,"Ems-Dollard",42,"Lanice conchilega"
2009,0.0819277108433735,415,520.708600398847,-2.40052685326443,2.72612159247008,10,"Ems-Dollard",42,"Lanice conchilega"
2010,0.0591133004926108,406,114.764786927437,-2.74543773317383,2.10144957907411,10,"Ems-Dollard",42,"Lanice conchilega"
2011,0.0374331550802139,374,86.614933530141,-3.21056552773457,1.99195043875804,10,"Ems-Dollard",42,"Lanice conchilega"
2012,0.0125628140703518,398,184.778524864301,-4.26778844498404,2.29298043442202,10,"Ems-Dollard",42,"Lanice conchilega"
2013,0.0725388601036269,386,126.334067398395,-2.52923127485946,2.13950985849479,10,"Ems-Dollard",42,"Lanice conchilega"
2014,0.123287671232877,365,456.030833056164,-1.94904494786069,2.66985545372678,10,"Ems-Dollard",42,"Lanice conchilega"
2015,0.131578947368421,76,576.278024420538,-1.83067488547773,2.7692492953805,10,"Ems-Dollard",42,"Lanice conchilega"
2008,0.0375,160,2829.4211619846,-3.16189839012566,3.46029776920855,10,"Ems-Dollard",45,"Peringia ulvae"
2009,0.166265060240964,415,2578.61181127851,-1.60366589063698,3.42081362051749,10,"Ems-Dollard",45,"Peringia ulvae"
2010,0.312807881773399,406,6966.7808652905,-0.781301694768858,3.84654550422223,10,"Ems-Dollard",45,"Peringia ulvae"
2011,0.486631016042781,374,4429.83641541164,-0.0481376355981544,3.6519003964107,10,"Ems-Dollard",45,"Peringia ulvae"
2012,0.399497487437186,398,4637.68739592923,-0.402325388103497,3.67156860365511,10,"Ems-Dollard",45,"Peringia ulvae"
2013,0.347150259067358,386,13026.9923836795,-0.6258787904979,4.11672662105004,10,"Ems-Dollard",45,"Peringia ulvae"
2014,0.413698630136986,365,8715.66839923639,-0.343051207719255,3.94311133790085,10,"Ems-Dollard",45,"Peringia ulvae"
2015,0.131578947368421,76,2274.73913155714,-1.83067488547773,3.36760329683995,10,"Ems-Dollard",45,"Peringia ulvae"
2008,0.01875,160,192.47763006698,-3.80029304148484,2.34507810301371,10,"Ems-Dollard",50,"Mytilus edulis"
2009,0.0144578313253012,415,235.78509683205,-4.14068973739847,2.42268296082638,10,"Ems-Dollard",50,"Mytilus edulis"
2010,0.00246305418719212,406,57.743289020094,-5.59718662839038,1.93759277643544,10,"Ems-Dollard",50,"Mytilus edulis"
2011,0.0053475935828877,374,57.743289020094,-5.00125813228366,1.93759277643544,10,"Ems-Dollard",50,"Mytilus edulis"
2012,0.0050251256281407,398,57.743289020094,-5.06386005533355,1.93759277643544,10,"Ems-Dollard",50,"Mytilus edulis"
2013,0.0492227979274611,386,3527.9401340279,-2.933584055757,3.55106088354249,10,"Ems-Dollard",50,"Mytilus edulis"
2014,0.0410958904109589,365,530.237375529406,-3.11566353774866,2.74749649873652,10,"Ems-Dollard",50,"Mytilus edulis"
2015,0.0263157894736842,76,57.743289020094,-3.38099467434464,1.93759277643544,10,"Ems-Dollard",50,"Mytilus edulis"
2008,0.36875,160,165.008788666722,-0.524181414947546,2.23244493714267,10,"Ems-Dollard",52,"Cerastoderma edule"
2009,0.118072289156627,415,268.329528772967,-1.99929360961519,2.43791514774368,10,"Ems-Dollard",52,"Cerastoderma edule"
2010,0.133004926108374,406,251.450637279169,-1.86400900958152,2.41031311879538,10,"Ems-Dollard",52,"Cerastoderma edule"
2011,0.181818181818182,374,577.81501490769,-1.49511603334347,2.76610735318903,10,"Ems-Dollard",52,"Cerastoderma edule"
2012,0.21356783919598,398,332.748628676326,-1.29608809323374,2.52958812652634,10,"Ems-Dollard",52,"Cerastoderma edule"
2013,0.240932642487047,386,442.123600195051,-1.14050323037727,2.65117905444335,10,"Ems-Dollard",52,"Cerastoderma edule"
2014,0.216438356164384,365,200.303429554313,-1.27848500743578,2.31403112180867,10,"Ems-Dollard",52,"Cerastoderma edule"
2015,0.210526315789474,76,228.591245456086,-1.28261593164505,2.36989381910238,10,"Ems-Dollard",52,"Cerastoderma edule"
2008,0.05,160,52.6907512308358,-2.88051946145315,1.76689654926647,10,"Ems-Dollard",56,"Scrobicularia plana"
2009,0.0144578313253012,415,51.0065719677497,-4.14068973739847,1.75420227863826,10,"Ems-Dollard",56,"Scrobicularia plana"
2010,0.0123152709359606,406,58.8981548004959,-4.28796567426999,1.81071954004994,10,"Ems-Dollard",56,"Scrobicularia plana"
2011,0.00267379679144385,374,57.743289020094,-5.51477192971145,1.80289420253799,10,"Ems-Dollard",56,"Scrobicularia plana"
2012,0.00753768844221105,398,73.1414994254523,-4.72485617179056,1.89716411937984,10,"Ems-Dollard",56,"Scrobicularia plana"
2013,0.00518134715025907,386,60.6304534710987,-5.03304888893316,1.82219935773338,10,"Ems-Dollard",56,"Scrobicularia plana"
2014,0.00273972602739726,365,57.743289020094,-5.49031418886541,1.80289420253799,10,"Ems-Dollard",56,"Scrobicularia plana"
2015,0.0263157894736842,76,37.5331378630611,-3.38099467434464,1.63656278077146,10,"Ems-Dollard",56,"Scrobicularia plana"
2008,0,160,0,-5.76519110278484,1.75272759502831,10,"Ems-Dollard",58,"Abra tenuis"
2009,0,415,0,-6.7202201551353,1.75272759502831,10,"Ems-Dollard",58,"Abra tenuis"
2010,0,406,0,-6.69826805411541,1.75272759502831,10,"Ems-Dollard",58,"Abra tenuis"
2011,0,374,0,-6.61606518513282,1.75272759502831,10,"Ems-Dollard",58,"Abra tenuis"
2012,0.00251256281407035,398,57.743289020094,-5.57721093296674,2.05816670860944,10,"Ems-Dollard",58,"Abra tenuis"
2013,0,386,0,-6.64768837356333,1.75272759502831,10,"Ems-Dollard",58,"Abra tenuis"
2014,0.00547945205479452,365,57.1658562573295,-4.97673374242057,2.05596774500095,10,"Ems-Dollard",58,"Abra tenuis"
2015,0,76,0,-5.01727983681492,1.75272759502831,10,"Ems-Dollard",58,"Abra tenuis"
2008,0.35,160,110.887737535456,-0.605330974553029,2.0560464700474,10,"Ems-Dollard",59,"Limecola balthica"
2009,0.426506024096386,415,191.257517632318,-0.291197014559225,2.28812549906183,10,"Ems-Dollard",59,"Limecola balthica"
2010,0.541871921182266,406,397.851261348448,0.172842812839411,2.60286098783462,10,"Ems-Dollard",59,"Limecola balthica"
