"year","occupancy","n","biomass","t_occupancy","t_biomass","tidal_basin_id","tidal_basin","species_id","species"
2012,0.0153061224489796,784,0.202522753823477,-4.12260802749496,-0.673259675337658,1,"Marsdiep",42,"Lanice conchilega"
2013,0.0688935281837161,479,0.909794563056158,-2.58765180807984,-0.0364627481669237,1,"Marsdiep",42,"Lanice conchilega"
2014,0.0731707317073171,410,1.95333309871005,-2.52112791322232,0.292922041870064,1,"Marsdiep",42,"Lanice conchilega"
2015,0.122222222222222,90,3.98629411278884,-1.92075158941916,0.601622098337712,1,"Marsdiep",42,"Lanice conchilega"
2008,0.0607287449392713,494,0.795506567735068,-2.72107970139254,-0.0991776308736663,1,"Marsdiep",45,"Peringia ulvae"
2009,0.0995850622406639,482,1.10776782726632,-2.19032799827716,0.0445770106146935,1,"Marsdiep",45,"Peringia ulvae"
2010,0.150205761316872,486,0.331254860730743,-1.72495079955594,-0.479408958028659,1,"Marsdiep",45,"Peringia ulvae"
2011,0.239852398523985,542,0.638868723979972,-1.14843579335438,-0.194365994957564,1,"Marsdiep",45,"Peringia ulvae"
2012,0.193877551020408,784,0.655172766511468,-1.42093334574308,-0.183427318230032,1,"Marsdiep",45,"Peringia ulvae"
2013,0.267223382045929,479,1.57024169801589,-1.00343180213937,0.196056996175817,1,"Marsdiep",45,"Peringia ulvae"
2014,0.121951219512195,410,1.1408154419257,-1.96274084087979,0.057339938833319,1,"Marsdiep",45,"Peringia ulvae"
2015,0.166666666666667,90,0.796948093828833,-1.56995910146031,-0.0983916872059074,1,"Marsdiep",45,"Peringia ulvae"
2008,0.0303643724696356,494,3.78334029659656,-3.42981618696781,0.5781708736569,1,"Marsdiep",50,"Mytilus edulis"
2009,0.0622406639004149,482,26.7581438800769,-2.69484868924367,1.42749777306093,1,"Marsdiep",50,"Mytilus edulis"
2010,0.0288065843621399,486,29.4069341628977,-3.48177045264698,1.46848777379721,1,"Marsdiep",50,"Mytilus edulis"
2011,0.0276752767527675,542,20.9199290186839,-3.52541130764883,1.32061365642258,1,"Marsdiep",50,"Mytilus edulis"
2012,0.0293367346938776,784,56.7932444827575,-3.47697569054923,1.75431636887749,1,"Marsdiep",50,"Mytilus edulis"
2013,0.0563674321503132,479,4.53913414643662,-2.79838936818451,0.657219302076848,1,"Marsdiep",50,"Mytilus edulis"
2014,0.0219512195121951,410,124.694042342608,-3.74142196790192,2.0958546718978,1,"Marsdiep",50,"Mytilus edulis"
2015,0,90,0,-5.18738580584075,-2.58925140906832,1,"Marsdiep",50,"Mytilus edulis"
2008,0.129554655870445,494,16.1260377496413,-1.89595651762258,1.2075941463019,1,"Marsdiep",52,"Cerastoderma edule"
2009,0.190871369294606,482,19.6281753453671,-1.43765522079242,1.29293454337738,1,"Marsdiep",52,"Cerastoderma edule"
2010,0.164609053497942,486,14.7162467496184,-1.61686368913095,1.16786990287459,1,"Marsdiep",52,"Cerastoderma edule"
2011,0.46309963099631,542,5.5294479767336,-0.144160586752172,0.742875612774435,1,"Marsdiep",52,"Cerastoderma edule"
2012,0.26530612244898,784,15.6801598767131,-1.01530018692308,1.19541885077751,1,"Marsdiep",52,"Cerastoderma edule"
2013,0.192066805845511,479,26.9465577655688,-1.4299232235091,1.43054307736374,1,"Marsdiep",52,"Cerastoderma edule"
2014,0.197560975609756,410,29.207651512126,-1.39393381767785,1.46553334101812,1,"Marsdiep",52,"Cerastoderma edule"
2015,0.277777777777778,90,16.0799404458974,-0.927986771637346,1.20635110069349,1,"Marsdiep",52,"Cerastoderma edule"
2008,0.0121457489878543,494,3.86169595097225,-4.31748811353631,0.588074925048881,1,"Marsdiep",56,"Scrobicularia plana"
2009,0.0311203319502075,482,1.82776757511604,-3.4044179963622,0.264656403737941,1,"Marsdiep",56,"Scrobicularia plana"
2010,0.0102880658436214,486,5.78010323091141,-4.47007913617192,0.762802450400182,1,"Marsdiep",56,"Scrobicularia plana"
2011,0.0313653136531365,542,2.47612121805686,-3.40024454690688,0.395792747158447,1,"Marsdiep",56,"Scrobicularia plana"
2012,0.0165816326530612,784,3.52716319729531,-4.04434996931579,0.548845201000031,1,"Marsdiep",56,"Scrobicularia plana"
2013,0.0208768267223382,479,3.35739804005554,-3.798160844515,0.527494139800178,1,"Marsdiep",56,"Scrobicularia plana"
2014,0.0292682926829268,410,9.86589512945706,-3.45946628978613,0.994644566781548,1,"Marsdiep",56,"Scrobicularia plana"
2015,0.0444444444444444,90,12.3209742946626,-2.94443897916644,1.09105193241476,1,"Marsdiep",56,"Scrobicularia plana"
2008,0.01417004048583,494,0.17982910009115,-4.1723338810838,-0.731414004523131,1,"Marsdiep",58,"Abra tenuis"
2009,0.037344398340249,482,0.546078189322502,-3.22103565292163,-0.258176971327355,1,"Marsdiep",58,"Abra tenuis"
2010,0.0329218106995885,486,0.672304434564413,-3.34830791774178,-0.168719856941042,1,"Marsdiep",58,"Abra tenuis"
2011,0.0461254612546125,542,0.396034923971236,-3.00839683639531,-0.395980066528728,1,"Marsdiep",58,"Abra tenuis"
2012,0.024234693877551,784,0.197825658640189,-3.66880755979942,-0.691222252908729,1,"Marsdiep",58,"Abra tenuis"
2013,0.0396659707724426,479,0.514670678110366,-3.15972447622604,-0.28362515359405,1,"Marsdiep",58,"Abra tenuis"
2014,0.0585365853658537,410,0.763370632583038,-2.7558680754527,-0.113991800588705,1,"Marsdiep",58,"Abra tenuis"
2015,0.0666666666666667,90,0.695097150607017,-2.55304445495522,-0.154361612357538,1,"Marsdiep",58,"Abra tenuis"
2008,0.238866396761134,494,1.70747751247611,-1.153345510629,0.232779133730286,1,"Marsdiep",59,"Limecola balthica"
2009,0.219917012448133,482,1.9810715547848,-1.26011348605471,0.2972657522622,1,"Marsdiep",59,"Limecola balthica"
2010,0.162551440329218,486,3.16811821172908,-1.63182690732758,0.501030022977204,1,"Marsdiep",59,"Limecola balthica"
2011,0.297047970479705,542,2.41710349327207,-0.856981034639029,0.383594908424154,1,"Marsdiep",59,"Limecola balthica"
2012,0.395408163265306,784,2.0586334198417,-0.421968011252599,0.313930840353677,1,"Marsdiep",59,"Limecola balthica"
2013,0.496868475991649,479,2.95334354080802,-0.00835077921741985,0.470559236111597,1,"Marsdiep",59,"Limecola balthica"
2014,0.397560975609756,410,2.26449055032809,-0.410549003145437,0.35529036312064,1,"Marsdiep",59,"Limecola balthica"
2015,0.411111111111111,90,3.88877626007362,-0.336472236621213,0.589999238975417,1,"Marsdiep",59,"Limecola balthica"
2008,0.0101214574898785,494,1.68379430782594,-4.48659137924441,0.283321213914611,1,"Marsdiep",60,"Macomangulus tenuis"
2009,0.00622406639004149,482,1.43434330299727,-4.91789324239764,0.222882186869408,1,"Marsdiep",60,"Macomangulus tenuis"
2010,0,486,0,-6.87832646829133,-0.626547217482417,1,"Marsdiep",60,"Macomangulus tenuis"
2011,0,542,0,-6.98749024700099,-0.626547217482417,1,"Marsdiep",60,"Macomangulus tenuis"
2012,0,784,0,-7.35691824235602,-0.626547217482417,1,"Marsdiep",60,"Macomangulus tenuis"
2013,0,479,0,-6.86380339145295,-0.626547217482417,1,"Marsdiep",60,"Macomangulus tenuis"
2014,0.0024390243902439,410,0.236294048093224,-5.60702680619189,-0.325517221818436,1,"Marsdiep",60,"Macomangulus tenuis"
2015,0,90,0,-5.18738580584075,-0.626547217482417,1,"Marsdiep",60,"Macomangulus tenuis"
2008,0.109311740890688,494,26.7374983997904,-2.08743701545603,1.42716787711243,1,"Marsdiep",62,"Mya arenaria"
2009,0.192946058091286,482,390.032574151632,-1.42433173351306,2.5911041086313,1,"Marsdiep",62,"Mya arenaria"
2010,0.0905349794238683,486,29.2273378180552,-2.29468883087182,1.46583235216394,1,"Marsdiep",62,"Mya arenaria"
2011,0.228782287822878,542,9.52097756830852,-1.20997882838615,0.978813814122321,1,"Marsdiep",62,"Mya arenaria"
2012,0.0395408163265306,784,6.05106332382052,-3.17341345079144,0.782039801803228,1,"Marsdiep",62,"Mya arenaria"
2013,0.181628392484342,479,4.24493520438431,-1.49834672206729,0.628167682978057,1,"Marsdiep",62,"Mya arenaria"
2014,0.0585365853658537,410,28.8130053614268,-2.7558680754527,1.45963227255516,1,"Marsdiep",62,"Mya arenaria"
2015,0.144444444444444,90,9.16501467085571,-1.73460105538811,0.962270573216014,1,"Marsdiep",62,"Mya arenaria"
2008,0.188259109311741,494,48.8464845066788,-1.45475233021377,1.68885688522148,1,"Marsdiep",63,"Ensis leei"
2009,0.205394190871369,482,39.2615470256932,-1.34657100910204,1.59399673498638,1,"Marsdiep",63,"Ensis leei"
2010,0.131687242798354,486,73.4542712334909,-1.87715455364018,1.86603272984352,1,"Marsdiep",63,"Ensis leei"
2011,0.378228782287823,542,11.5908558835207,-0.493152115148493,1.06421483642434,1,"Marsdiep",63,"Ensis leei"
2012,0.260204081632653,784,21.6099030791488,-1.04159768729695,1.33470609953067,1,"Marsdiep",63,"Ensis leei"
2013,0.237995824634656,479,21.7769756088699,-1.15795172845442,1.33805043641591,1,"Marsdiep",63,"Ensis leei"
2014,0.134146341463415,410,61.3652815147436,-1.85432532521979,1.78794149445931,1,"Marsdiep",63,"Ensis leei"
2015,0.188888888888889,90,117.314283435306,-1.42138568093116,2.06936070727791,1,"Marsdiep",63,"Ensis leei"
2008,0.19375,160,2.56119427105256,-1.40594135850369,0.408931814305513,10,"Ems-Dollard",11,"Hediste diversicolor"
2009,0.303614457831325,415,1.86756003373203,-0.824452777780579,0.271945452784739,10,"Ems-Dollard",11,"Hediste diversicolor"
2010,0.327586206896552,406,1.00824452940474,-0.713537136262995,0.00480772353373838,10,"Ems-Dollard",11,"Hediste diversicolor"
2011,0.318181818181818,374,1.48215634745812,-0.755984464619012,0.171739178707228,10,"Ems-Dollard",11,"Hediste diversicolor"
2012,0.298994974874372,398,1.38411680833961,-0.846101687995773,0.142077705023227,10,"Ems-Dollard",11,"Hediste diversicolor"
2013,0.349740932642487,386,1.71959299891011,-0.614487280205164,0.236154229132688,10,"Ems-Dollard",11,"Hediste diversicolor"
2014,0.394520547945205,365,2.74306862887939,-0.422618187334414,0.438693541324913,10,"Ems-Dollard",11,"Hediste diversicolor"
2015,0.368421052631579,76,2.74736333524331,-0.510825623765991,0.43937225225948,10,"Ems-Dollard",11,"Hediste diversicolor"
2008,0.2125,160,0.833884423544592,-1.29134643453452,-0.0670284320671645,10,"Ems-Dollard",16,"Nephtys hombergii"
2009,0.101204819277108,415,1.05408999265967,-2.17073296188924,0.0322912277864714,10,"Ems-Dollard",16,"Nephtys hombergii"
2010,0.0344827586206897,406,1.08557653332328,-3.29583686600433,0.0448038036405089,10,"Ems-Dollard",16,"Nephtys hombergii"
2011,0.0614973262032086,374,0.654724098630995,-2.70236028532453,-0.16888471472712,10,"Ems-Dollard",16,"Nephtys hombergii"
2012,0.163316582914573,398,2.06286614316884,-1.6245897174547,0.319306696328976,10,"Ems-Dollard",16,"Nephtys hombergii"
2013,0.178756476683938,386,1.06733364937933,-1.51599648901348,0.037598175669799,10,"Ems-Dollard",16,"Nephtys hombergii"
2014,0.153424657534247,365,1.29710399954712,-1.69748120519305,0.120640161050276,10,"Ems-Dollard",16,"Nephtys hombergii"
2015,0.105263157894737,76,0.913787548742988,-2.07206143438221,-0.0283137771478297,10,"Ems-Dollard",16,"Nephtys hombergii"
2008,0.45625,160,0.595938575029948,-0.162859007719043,-0.224046750699957,10,"Ems-Dollard",20,"Scoloplos armiger"
2009,0.32289156626506,415,0.544613317104804,-0.735009525920857,-0.263089212965604,10,"Ems-Dollard",20,"Scoloplos armiger"
2010,0.330049261083744,406,0.972862054662316,-0.702397940332096,-0.0114880866548915,10,"Ems-Dollard",20,"Scoloplos armiger"
2011,0.390374331550802,374,1.63351850249064,-0.440124809933883,0.213398461877939,10,"Ems-Dollard",20,"Scoloplos armiger"
2012,0.402010050251256,398,1.57078466816822,-0.391873680904625,0.196402013034178,10,"Ems-Dollard",20,"Scoloplos armiger"
2013,0.349740932642487,386,1.03282105464657,-0.614487280205164,0.0144590024829919,10,"Ems-Dollard",20,"Scoloplos armiger"
2014,0.342465753424658,365,0.710524146136164,-0.646247658279132,-0.147790553717121,10,"Ems-Dollard",20,"Scoloplos armiger"
2015,0.315789473684211,76,0.974579651719255,-0.742908690119009,-0.0107228231591569,10,"Ems-Dollard",20,"Scoloplos armiger"
2008,0.0625,160,0.16190063383355,-2.65592113566726,-0.776633939349918,10,"Ems-Dollard",29,"Marenzelleria viridis"
2009,0.149397590361446,415,0.923613221310116,-1.72988406550997,-0.0320017880337454,10,"Ems-Dollard",29,"Marenzelleria viridis"
2010,0.179802955665025,406,0.61653142185648,-1.50935445387712,-0.206292877481682,10,"Ems-Dollard",29,"Marenzelleria viridis"
2011,0.179144385026738,374,0.728841601356374,-1.51309015749778,-0.134190977748949,10,"Ems-Dollard",29,"Marenzelleria viridis"
2012,0.185929648241206,398,0.909163223844659,-1.46839998855544,-0.03881032328595,10,"Ems-Dollard",29,"Marenzelleria viridis"
2013,0.124352331606218,386,0.901945217655015,-1.94000171236915,-0.0422516938035068,10,"Ems-Dollard",29,"Marenzelleria viridis"
2014,0.112328767123288,365,1.21453289532829,-2.0535056867043,0.0863179071869966,10,"Ems-Dollard",29,"Marenzelleria viridis"
2015,0.276315789473684,76,0.182032600228092,-0.930147766535581,-0.727272266578426,10,"Ems-Dollard",29,"Marenzelleria viridis"
2008,0.125,160,0.193151301772214,-1.91763971511706,-0.701309256376592,10,"Ems-Dollard",37,"Heteromastus filiformis"
2009,0.385542168674699,415,0.292725578371715,-0.461006893420507,-0.525055799444213,10,"Ems-Dollard",37,"Heteromastus filiformis"
2010,0.359605911330049,406,0.255905762240237,-0.571731274148821,-0.582229317619823,10,"Ems-Dollard",37,"Heteromastus filiformis"
2011,0.363636363636364,374,0.259414117290591,-0.553843008849681,-0.576445401323465,10,"Ems-Dollard",37,"Heteromastus filiformis"
2012,0.361809045226131,398,0.347625952399666,-0.562084315478751,-0.451733109136791,10,"Ems-Dollard",37,"Heteromastus filiformis"
2013,0.406735751295337,386,0.417302051414505,-0.372110752068572,-0.373581219964234,10,"Ems-Dollard",37,"Heteromastus filiformis"
2014,0.397260273972603,365,0.390977746619029,-0.411176145903679,-0.401480792651309,10,"Ems-Dollard",37,"Heteromastus filiformis"
2015,0.355263157894737,76,0.332301935165609,-0.567377793270912,-0.470985319462913,10,"Ems-Dollard",37,"Heteromastus filiformis"
2008,0.175,160,12.1740577070964,-1.52910276434321,1.08625854362345,10,"Ems-Dollard",39,"Arenicola marina"
2009,0.108433734939759,415,6.42541656531597,-2.09443841443135,0.809459639026098,10,"Ems-Dollard",39,"Arenicola marina"
2010,0.211822660098522,406,9.99002805689064,-1.30661285987976,1.00056965392064,10,"Ems-Dollard",39,"Arenicola marina"
2011,0.176470588235294,374,8.21109569865736,-1.53127313958476,0.91562104289561,10,"Ems-Dollard",39,"Arenicola marina"
2012,0.14321608040201,398,10.2483426105301,-1.77863017778626,1.01163133046591,10,"Ems-Dollard",39,"Arenicola marina"
2013,0.145077720207254,386,6.50919882683497,-1.76333571579017,0.815065865304292,10,"Ems-Dollard",39,"Arenicola marina"
2014,0.145205479452055,365,8.41508881060274,-1.76171768432555,0.926249100649415,10,"Ems-Dollard",39,"Arenicola marina"
2015,0.197368421052632,76,7.6294100116114,-1.36180334111159,0.883803754103341,10,"Ems-Dollard",39,"Arenicola marina"
2008,0.29375,160,9.43204724539266,-0.862223510603879,0.975137395098071,10,"Ems-Dollard",42,"Lanice conchilega"
2009,0.0819277108433735,415,9.60576596169564,-2.40052685326443,0.983053823728082,10,"Ems-Dollard",42,"Lanice conchilega"
2010,0.0591133004926108,406,1.70872016091961,-2.74543773317383,0.235596317469237,10,"Ems-Dollard",42,"Lanice conchilega"
2011,0.0374331550802139,374,1.10289682028379,-3.21056552773457,0.0470588263875367,10,"Ems-Dollard",42,"Lanice conchilega"
2012,0.0125628140703518,398,2.29356343987813,-4.26778844498404,0.362692049995096,10,"Ems-Dollard",42,"Lanice conchilega"
2013,0.0725388601036269,386,1.0454752446677,-2.52923127485946,0.0240848081155647,10,"Ems-Dollard",42,"Lanice conchilega"
2014,0.123287671232877,365,5.34005341004438,-1.94904494786069,0.728483812875858,10,"Ems-Dollard",42,"Lanice conchilega"
2015,0.131578947368421,76,6.09538158896112,-1.83067488547773,0.785822959521328,10,"Ems-Dollard",42,"Lanice conchilega"
2008,0.0375,160,0.423739502592457,-3.16189839012566,-0.37203536632934,10,"Ems-Dollard",45,"Peringia ulvae"
2009,0.166265060240964,415,0.277141861607989,-1.60366589063698,-0.555974972886332,10,"Ems-Dollard",45,"Peringia ulvae"
2010,0.312807881773399,406,0.386458845287108,-0.781301694768858,-0.411947648107985,10,"Ems-Dollard",45,"Peringia ulvae"
2011,0.486631016042781,374,0.279561553130752,-0.0481376355981544,-0.552211090995048,10,"Ems-Dollard",45,"Peringia ulvae"
2012,0.399497487437186,398,0.435583401436298,-0.402325388103497,-0.360086512665488,10,"Ems-Dollard",45,"Peringia ulvae"
2013,0.347150259067358,386,0.677311686140517,-0.6258787904979,-0.168669641908147,10,"Ems-Dollard",45,"Peringia ulvae"
2014,0.413698630136986,365,0.834730879530036,-0.343051207719255,-0.078013853521295,10,"Ems-Dollard",45,"Peringia ulvae"
2015,0.131578947368421,76,0.184041135779864,-1.83067488547773,-0.733094516834069,10,"Ems-Dollard",45,"Peringia ulvae"
2008,0.01875,160,3.72059258919472,-3.80029304148484,0.571160674874612,10,"Ems-Dollard",50,"Mytilus edulis"
2009,0.0144578313253012,415,13.5051912236181,-4.14068973739847,1.13065193124308,10,"Ems-Dollard",50,"Mytilus edulis"
2010,0.00246305418719212,406,0.0115486578040188,-5.59718662839038,-1.78911684726196,10,"Ems-Dollard",50,"Mytilus edulis"
2011,0.0053475935828877,374,6.59493854896939,-5.00125813228366,0.819520312290675,10,"Ems-Dollard",50,"Mytilus edulis"
2012,0.0050251256281407,398,0.00653362052564602,-5.06386005533355,-1.94938528105489,10,"Ems-Dollard",50,"Mytilus edulis"
2013,0.0492227979274611,386,11.9014272998156,-2.933584055757,1.07577061131425,10,"Ems-Dollard",50,"Mytilus edulis"
2014,0.0410958904109589,365,13.4923414626322,-3.11566353774866,1.13023866108311,10,"Ems-Dollard",50,"Mytilus edulis"
2015,0.0263157894736842,76,0.271393458394442,-3.38099467434464,-0.558940018662386,10,"Ems-Dollard",50,"Mytilus edulis"
2008,0.36875,160,29.6484716341895,-0.524181414947546,1.47205523993551,10,"Ems-Dollard",52,"Cerastoderma edule"
2009,0.118072289156627,415,27.9895586251913,-1.99929360961519,1.44705211623138,10,"Ems-Dollard",52,"Cerastoderma edule"
2010,0.133004926108374,406,25.6686232155143,-1.86400900958152,1.4094637104217,10,"Ems-Dollard",52,"Cerastoderma edule"
2011,0.181818181818182,374,23.1379657299019,-1.49511603334347,1.36439299481764,10,"Ems-Dollard",52,"Cerastoderma edule"
2012,0.21356783919598,398,22.7681896396242,-1.29608809323374,1.35739742277264,10,"Ems-Dollard",52,"Cerastoderma edule"
2013,0.240932642487047,386,28.1272845190401,-1.14050323037727,1.44918359797867,10,"Ems-Dollard",52,"Cerastoderma edule"
2014,0.216438356164384,365,14.9405502451344,-1.27848500743578,1.17447162066759,10,"Ems-Dollard",52,"Cerastoderma edule"
2015,0.210526315789474,76,25.9320294694165,-1.28261593164505,1.41389702084523,10,"Ems-Dollard",52,"Cerastoderma edule"
2008,0.05,160,8.67159842859262,-2.88051946145315,0.941533859373133,10,"Ems-Dollard",56,"Scrobicularia plana"
2009,0.0144578313253012,415,6.90994691940458,-4.14068973739847,0.843780741908881,10,"Ems-Dollard",56,"Scrobicularia plana"
2010,0.0123152709359606,406,8.66149739485818,-4.28796567426999,0.941031670201774,10,"Ems-Dollard",56,"Scrobicularia plana"
2011,0.00267379679144385,374,0.0692919468241127,-5.51477192971145,-0.859665272869709,10,"Ems-Dollard",56,"Scrobicularia plana"
2012,0.00753768844221105,398,13.1999695250741,-4.72485617179056,1.12283238241648,10,"Ems-Dollard",56,"Scrobicularia plana"
2013,0.00518134715025907,386,12.4446260138812,-5.03304888893316,1.09737806655189,10,"Ems-Dollard",56,"Scrobicularia plana"
2014,0.00273972602739726,365,10.2436594721647,-5.49031418886541,1.01336448309978,10,"Ems-Dollard",56,"Scrobicularia plana"
2015,0.0263157894736842,76,2.59053763584045,-3.38099467434464,0.424782120838807,10,"Ems-Dollard",56,"Scrobicularia plana"
2008,0,160,0,-5.76519110278484,-1.31215959121838,10,"Ems-Dollard",58,"Abra tenuis"
2009,0,415,0,-6.7202201551353,-1.31215959121838,10,"Ems-Dollard",58,"Abra tenuis"
2010,0,406,0,-6.69826805411541,-1.31215959121838,10,"Ems-Dollard",58,"Abra tenuis"
2011,0,374,0,-6.61606518513282,-1.31215959121838,10,"Ems-Dollard",58,"Abra tenuis"
2012,0.00251256281407035,398,0.161681209256263,-5.57721093296674,-0.676920937754911,10,"Ems-Dollard",58,"Abra tenuis"
2013,0,386,0,-6.64768837356333,-1.31215959121838,10,"Ems-Dollard",58,"Abra tenuis"
2014,0.00547945205479452,365,0.0696382072842147,-4.97673374242057,-0.926746816380451,10,"Ems-Dollard",58,"Abra tenuis"
